  0.3440323      0.9701567      0.1415927    
  0.6426690      0.5080692      4.1592836E-02
  0.2149894      0.1073073      2.1592855E-02
  0.6666970      9.2819989E-02  9.1592789E-02
  0.8155921      0.1288512      8.5592747E-02
  0.4005568      6.0735881E-02  6.1592817E-02
  0.9780393      0.1941972      7.3021412E-02
  6.0375929E-03  1.2143433E-02  5.1592827E-02
  0.1155848      0.3289648      3.9370537E-02
  0.5697329      0.8823301      5.5928230E-03
  0.9100372      0.3624843      7.0471764E-03
  0.7905410      0.8790444      2.1592855E-02
  0.9992597      0.8652971      2.7746677E-02
  0.6671650      0.4199955      1.8735647E-02
  0.6646699      8.6655617E-02  2.1592855E-02
  0.1856125      7.0353806E-02  1.6592741E-02
  0.5187405      0.8920231      5.1221848E-03
  6.6958666E-03  0.4802505      2.3814917E-02
  0.1924988      0.7005737      1.9487381E-02
  0.1535323      0.3222778      2.5592804E-02
  2.3026526E-02  0.4226925      2.3497581E-02
  0.6990434      0.2289888      2.5229216E-02
  0.7409604      0.3974757      3.0288458E-02
  0.4534556      0.7303975      3.6592722E-02
  0.1579917      0.3302302      2.4792671E-02
  0.6518002      0.1914789      2.6208162E-02
  0.8543663      0.2299740      2.6037216E-02
  0.6414129      0.7496689      1.4449835E-02
  0.8663850      0.3469360      9.1788769E-03
  0.5694342      0.2523643      1.0926008E-02
  0.3739030      0.1100559      3.5281181E-03
  7.0309281E-02  0.1944230      7.8427792E-03
  0.3878304      6.4484596E-02  1.4319897E-02
  0.9532881      0.6556636      1.1004448E-02
  0.4376320      0.8090837      5.5928230E-03
  0.8899251      0.2383659      2.7039051E-03
  0.2588271      0.9339259     -3.2720566E-03
  0.1015796      4.7703981E-03 -5.1259995E-04
  0.4804899      0.9577947      5.4359436E-05
  4.6915591E-02  0.4145787      3.5927296E-03
  0.3127490      0.2656846      1.2922287E-04
  0.1094016      0.2624532      7.3070526E-03
  0.2342881      4.6301126E-02  1.0429859E-02
  0.2848110      0.6155174      7.9562664E-03
  0.6798452      0.2295606      2.0372868E-03
  0.8687218      0.7508556      2.4623871E-03
  0.7277132      0.4240903      2.0182133E-03
  0.1440167      9.3013048E-02  4.0926933E-03
  0.7872396      0.8547286      4.4498444E-03
  6.8383038E-02  0.1514961      5.5928230E-03
  0.2863267      0.3000247      3.5536289E-03
  0.9618129      0.4582717      7.7466965E-03
